AÑO,MES,PROVINCIA_DESTINO,CONTINENTE_ORIGEN,PAIS_ORIGEN,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA.
2023,5,Córdoba,América,Argentina,146,1007,6.9
2023,5,Gipuzkoa,América,Argentina,526,3577,6.8
2023,5,Girona,América,Argentina,517,3567,6.9
2023,5,Granada,América,Argentina,511,3219,6.3
2023,5,Guadalajara,América,Argentina,73,453,6.2
2023,5,Huelva,América,Argentina,66,521,7.9
2023,5,Huesca,América,Argentina,74,562,7.6
2023,5,Illes Balears,América,Argentina,2325,18135,7.8
2023,5,Jaén,América,Argentina,43,353,8.2
2023,5,La Rioja,América,Argentina,57,439,7.7
2023,5,Las Palmas,América,Argentina,245,2156,8.8
2023,5,León,América,Argentina,108,896,8.3
2023,5,Lleida,América,Argentina,131,852,6.5
2023,5,Lugo,América,Argentina,94,714,7.6
2023,5,Madrid,América,Argentina,20332,121992,6
2023,5,Murcia,América,Argentina,137,1219,8.9
2023,5,Málaga,América,Argentina,2348,21836,9.3
2023,5,Navarra,América,Argentina,190,1501,7.9
2023,5,Ourense,América,Argentina,67,750,11.2
2023,5,Pontevedra,América,Argentina,347,2915,8.4
2023,5,Salamanca,América,Argentina,111,910,8.2
2023,5,Santa Cruz de Tenerife,América,Argentina,305,2745,9
2023,5,Segovia,América,Argentina,56,235,4.2
2023,5,Sevilla,América,Argentina,692,5674,8.2
2023,5,Soria,América,Argentina,41,287,7
2023,5,Tarragona,América,Argentina,340,2754,8.1
2023,5,Toledo,América,Argentina,294,1646,5.6
2023,5,Total Nacional,América,Argentina,46339,318854,6.9
2023,5,Valencia/València,América,Argentina,1694,15415,9.1
2023,5,Valladolid,América,Argentina,42,357,8.5
2023,5,Zamora,América,Argentina,37,278,7.5
2023,5,Zaragoza,América,Argentina,222,1576,7.1
2023,5,Ávila,América,Argentina,37,167,4.5
2023,6,A Coruña,América,Argentina,446,4192,9.4
2023,6,Albacete,América,Argentina,45,288,6.4
2023,6,Alicante/Alacant,América,Argentina,1165,10252,8.8
2023,6,Almería,América,Argentina,179,1736,9.7
2023,6,Araba/Álava,América,Argentina,50,350,7
2023,6,Asturias,América,Argentina,229,2015,8.8
2023,6,Badajoz,América,Argentina,70,539,7.7
2023,6,Barcelona,América,Argentina,8978,66437,7.4
2023,6,Bizkaia,América,Argentina,326,2543,7.8
2023,6,Burgos,América,Argentina,74,481,6.5
2023,6,Cantabria,América,Argentina,158,1596,10.1
2023,6,Castellón/Castelló,América,Argentina,154,1324,8.6
2023,6,Ciudad Real,América,Argentina,36,256,7.1
2023,6,Cuenca,América,Argentina,64,237,3.7
2023,6,Cáceres,América,Argentina,49,368,7.5
2023,6,Cádiz,América,Argentina,258,2322,9
2023,6,Córdoba,América,Argentina,91,646,7.1
2023,6,Gipuzkoa,América,Argentina,494,3952,8
2023,6,Girona,América,Argentina,718,5457,7.6
2023,6,Granada,América,Argentina,383,3026,7.9
2023,6,Guadalajara,América,Argentina,71,355,5
2023,6,Huelva,América,Argentina,50,555,11.1
2023,6,Huesca,América,Argentina,77,570,7.4
2023,6,Illes Balears,América,Argentina,3788,32198,8.5
2023,6,Jaén,América,Argentina,44,308,7
2023,6,La Rioja,América,Argentina,76,790,10.4
2023,6,Las Palmas,América,Argentina,226,1921,8.5
2023,6,León,América,Argentina,91,892,9.8
2023,6,Lleida,América,Argentina,88,642,7.3
2023,6,Lugo,América,Argentina,74,622,8.4
2023,6,Madrid,América,Argentina,15676,100326,6.4
2023,6,Murcia,América,Argentina,118,1003,8.5
2023,6,Málaga,América,Argentina,2307,22839,9.9
2023,6,Navarra,América,Argentina,171,1744,10.2
2023,6,Ourense,América,Argentina,50,425,8.5
2023,6,Pontevedra,América,Argentina,271,2818,10.4
2023,6,Salamanca,América,Argentina,106,880,8.3
2023,6,Santa Cruz de Tenerife,América,Argentina,133,1197,9
2023,6,Segovia,América,Argentina,41,238,5.8
2023,6,Sevilla,América,Argentina,530,5088,9.6
2023,6,Soria,América,Argentina,47,273,5.8
2023,6,Tarragona,América,Argentina,368,2870,7.8
2023,6,Toledo,América,Argentina,172,1170,6.8
2023,6,Total Nacional,América,Argentina,40418,304376,7.5
2023,6,Valencia/València,América,Argentina,1518,14269,9.4
2023,6,Valladolid,América,Argentina,46,400,8.7
2023,6,Zaragoza,América,Argentina,195,1248,6.4
2023,6,Ávila,América,Argentina,42,239,5.7
2023,7,A Coruña,América,Argentina,469,4878,10.4
2023,7,Albacete,América,Argentina,33,261,7.9
2023,7,Alicante/Alacant,América,Argentina,1186,11979,10.1
2023,7,Almería,América,Argentina,218,2049,9.4
2023,7,Araba/Álava,América,Argentina,86,714,8.3
2023,7,Asturias,América,Argentina,297,2762,9.3
2023,7,Badajoz,América,Argentina,61,476,7.8
2023,7,Barcelona,América,Argentina,9141,71300,7.8
2023,7,Bizkaia,América,Argentina,242,2081,8.6
2023,7,Burgos,América,Argentina,72,475,6.6
2023,7,Cantabria,América,Argentina,154,1448,9.4
2023,7,Castellón/Castelló,América,Argentina,210,1953,9.3
2023,7,Ciudad Real,América,Argentina,34,231,6.8
2023,7,Cuenca,América,Argentina,39,246,6.3
2023,7,Cáceres,América,Argentina,64,358,5.6
2023,7,Cádiz,América,Argentina,301,2860,9.5
2023,7,Córdoba,América,Argentina,84,664,7.9
2023,7,Gipuzkoa,América,Argentina,368,3018,8.2
2023,7,Girona,América,Argentina,952,8282,8.7
2023,7,Granada,América,Argentina,317,2790,8.8
2023,7,Guadalajara,América,Argentina,66,449,6.8
2023,7,Huelva,América,Argentina,63,636,10.1
2023,7,Huesca,América,Argentina,69,476,6.9
2023,7,Illes Balears,América,Argentina,6622,62247,9.4
2023,7,La Rioja,América,Argentina,70,644,9.2
2023,7,Las Palmas,América,Argentina,341,3581,10.5
2023,7,León,América,Argentina,98,970,9.9
2023,7,Lleida,América,Argentina,152,1034,6.8
2023,7,Lugo,América,Argentina,77,724,9.4
2023,7,Madrid,América,Argentina,14503,85568,5.9
2023,7,Murcia,América,Argentina,190,1843,9.7
2023,7,Málaga,América,Argentina,2149,19771,9.2
2023,7,Navarra,América,Argentina,246,2042,8.3
2023,7,Ourense,América,Argentina,66,673,10.2
2023,7,Pontevedra,América,Argentina,329,3224,9.8
2023,7,Salamanca,América,Argentina,120,984,8.2
2023,7,Santa Cruz de Tenerife,América,Argentina,291,2881,9.9
2023,7,Segovia,América,Argentina,45,270,6
2023,7,Sevilla,América,Argentina,347,2672,7.7
2023,7,Soria,América,Argentina,43,391,9.1
2023,7,Tarragona,América,Argentina,501,4709,9.4
2023,7,Toledo,América,Argentina,204,1367,6.7
2023,7,Total Nacional,América,Argentina,43027,334230,7.8
2023,7,Valencia/València,América,Argentina,1767,15196,8.6
2023,7,Valladolid,América,Argentina,75,570,7.6
2023,7,Zaragoza,América,Argentina,153,1392,9.1
2023,8,A Coruña,América,Argentina,568,6191,10.9
2023,8,Alicante/Alacant,América,Argentina,1362,14301,10.5
2023,8,Almería,América,Argentina,231,2818,12.2
2023,8,Araba/Álava,América,Argentina,74,533,7.2
2023,8,Asturias,América,Argentina,361,4079,11.3
2023,8,Badajoz,América,Argentina,98,764,7.8
2023,8,Barcelona,América,Argentina,6987,56595,8.1
2023,8,Bizkaia,América,Argentina,259,2486,9.6
2023,8,Burgos,América,Argentina,66,607,9.2
2023,8,Cantabria,América,Argentina,196,1960,10
2023,8,Castellón/Castelló,América,Argentina,200,1740,8.7
2023,8,Ciudad Real,América,Argentina,34,309,9.1
2023,8,Cáceres,América,Argentina,39,265,6.8
2023,8,Cádiz,América,Argentina,378,4498,11.9
2023,8,Córdoba,América,Argentina,40,344,8.6
2023,8,Gipuzkoa,América,Argentina,469,3799,8.1
2023,8,Girona,América,Argentina,724,6588,9.1
2023,8,Granada,América,Argentina,353,3036,8.6
2023,8,Guadalajara,América,Argentina,52,452,8.7
2023,8,Huelva,América,Argentina,71,923,13
2023,8,Huesca,América,Argentina,57,490,8.6
2023,8,Illes Balears,América,Argentina,5204,50479,9.7
2023,8,La Rioja,América,Argentina,75,705,9.4
2023,8,Las Palmas,América,Argentina,306,2968,9.7
2023,8,León,América,Argentina,95,998,10.5
2023,8,Lleida,América,Argentina,146,1066,7.3
2023,8,Lugo,América,Argentina,121,1343,11.1
2023,8,Madrid,América,Argentina,14194,73809,5.2
2023,8,Murcia,América,Argentina,174,1549,8.9
2023,8,Málaga,América,Argentina,2290,24732,10.8
2023,8,Navarra,América,Argentina,202,2222,11
2023,8,Ourense,América,Argentina,108,1242,11.5
2023,8,Pontevedra,América,Argentina,374,4264,11.4
2023,8,Salamanca,América,Argentina,183,1409,7.7
2023,8,Santa Cruz de Tenerife,América,Argentina,201,2171,10.8
2023,8,Segovia,América,Argentina,66,323,4.9
2023,8,Sevilla,América,Argentina,285,2451,8.6
2023,8,Soria,América,Argentina,88,616,7
2023,8,Tarragona,América,Argentina,420,4242,10.1
2023,8,Toledo,América,Argentina,165,1122,6.8
2023,8,Total Nacional,América,Argentina,39462,309811,7.9
2023,8,Valencia/València,América,Argentina,1719,15987,9.3
2023,8,Valladolid,América,Argentina,55,517,9.4
2023,8,Zamora,América,Argentina,46,391,8.5
2023,8,Zaragoza,América,Argentina,158,1074,6.8
2023,8,Ávila,América,Argentina,30,198,6.6
2023,9,A Coruña,América,Argentina,454,4358,9.6
2023,9,Alicante/Alacant,América,Argentina,1091,12001,11
2023,9,Almería,América,Argentina,181,2118,11.7
2023,9,Araba/Álava,América,Argentina,66,587,8.9
2023,9,Asturias,América,Argentina,248,2728,11
2023,9,Badajoz,América,Argentina,40,444,11.1
2023,9,Barcelona,América,Argentina,9442,65150,6.9
2023,9,Bizkaia,América,Argentina,292,2365,8.1
2023,9,Burgos,América,Argentina,80,784,9.8
2023,9,Cantabria,América,Argentina,165,1832,11.1
2023,9,Castellón/Castelló,América,Argentina,160,1712,10.7
2023,9,Cuenca,América,Argentina,56,353,6.3
2023,9,Cáceres,América,Argentina,62,546,8.8
2023,9,Cádiz,América,Argentina,282,3046,10.8
2023,9,Córdoba,América,Argentina,103,896,8.7
2023,9,Gipuzkoa,América,Argentina,619,4952,8
2023,9,Girona,América,Argentina,758,5912,7.8
2023,9,Granada,América,Argentina,381,3315,8.7
2023,9,Guadalajara,América,Argentina,80,592,7.4
2023,9,Huelva,América,Argentina,45,437,9.7
2023,9,Huesca,América,Argentina,70,616,8.8
2023,9,Illes Balears,América,Argentina,4138,40966,9.9
2023,9,La Rioja,América,Argentina,47,348,7.4
2023,9,Las Palmas,América,Argentina,256,2304,9
2023,9,León,América,Argentina,115,1231,10.7
2023,9,Lleida,América,Argentina,127,737,5.8
2023,9,Lugo,América,Argentina,84,706,8.4
2023,9,Madrid,América,Argentina,18613,89342,4.8
2023,9,Murcia,América,Argentina,123,1132,9.2
2023,9,Málaga,América,Argentina,2133,24743,11.6
2023,9,Navarra,América,Argentina,178,1549,8.7
2023,9,Ourense,América,Argentina,74,792,10.7
2023,9,Pontevedra,América,Argentina,316,3286,10.4
2023,9,Salamanca,América,Argentina,112,694,6.2
2023,9,Santa Cruz de Tenerife,América,Argentina,192,2016,10.5
2023,9,Segovia,América,Argentina,69,483,7
2023,9,Sevilla,América,Argentina,422,3334,7.9
2023,9,Soria,América,Argentina,44,268,6.1
2023,9,Tarragona,América,Argentina,428,4622,10.8
2023,9,Toledo,América,Argentina,191,974,5.1
2023,9,Total Nacional,América,Argentina,44388,312032,7
2023,9,Valencia/València,América,Argentina,1557,13702,8.8
2023,9,Valladolid,América,Argentina,62,459,7.4
2023,9,Zamora,América,Argentina,42,378,9
2023,9,Zaragoza,América,Argentina,214,1819,8.5
2023,9,Ávila,América,Argentina,30,141,4.7
2023,10,A Coruña,América,Argentina,386,3628,9.4
2023,10,Alicante/Alacant,América,Argentina,734,6606,9
2023,10,Almería,América,Argentina,171,1573,9.2
2023,10,Araba/Álava,América,Argentina,53,413,7.8
2023,10,Asturias,América,Argentina,207,1842,8.9
2023,10,Badajoz,América,Argentina,61,592,9.7
2023,10,Barcelona,América,Argentina,8329,54971,6.6
2023,10,Bizkaia,América,Argentina,270,2322,8.6
2023,10,Burgos,América,Argentina,84,664,7.9
2023,10,Cantabria,América,Argentina,155,1256,8.1
2023,10,Castellón/Castelló,América,Argentina,133,1037,7.8
2023,10,Ciudad Real,América,Argentina,35,259,7.4
2023,10,Cuenca,América,Argentina,50,260,5.2
2023,10,Cádiz,América,Argentina,269,2287,8.5
2023,10,Córdoba,América,Argentina,88,607,6.9
2023,10,Gipuzkoa,América,Argentina,570,4104,7.2
2023,10,Girona,América,Argentina,516,3922,7.6
2023,10,Granada,América,Argentina,343,2881,8.4
2023,10,Guadalajara,América,Argentina,58,313,5.4
2023,10,Huelva,América,Argentina,31,260,8.4
2023,10,Huesca,América,Argentina,64,512,8
2023,10,Illes Balears,América,Argentina,1861,17866,9.6
2023,10,La Rioja,América,Argentina,55,473,8.6
2023,10,Las Palmas,América,Argentina,297,2435,8.2
2023,10,León,América,Argentina,97,980,10.1
2023,10,Lleida,América,Argentina,123,750,6.1
2023,10,Lugo,América,Argentina,72,677,9.4
2023,10,Madrid,América,Argentina,18772,105123,5.6
2023,10,Murcia,América,Argentina,137,1082,7.9
2023,10,Málaga,América,Argentina,1604,15880,9.9
2023,10,Navarra,América,Argentina,153,1239,8.1
2023,10,Ourense,América,Argentina,53,599,11.3
2023,10,Pontevedra,América,Argentina,347,3227,9.3
2023,10,Salamanca,América,Argentina,91,664,7.3
2023,10,Santa Cruz de Tenerife,América,Argentina,241,1952,8.1
2023,10,Segovia,América,Argentina,50,270,5.4
2023,10,Sevilla,América,Argentina,507,4360,8.6
2023,10,Soria,América,Argentina,31,229,7.4
2023,10,Tarragona,América,Argentina,318,2703,8.5
2023,10,Toledo,América,Argentina,240,1152,4.8
2023,10,Total Nacional,América,Argentina,39293,265817,6.8
2023,10,Valencia/València,América,Argentina,1288,11206,8.7
2023,10,Valladolid,América,Argentina,59,384,6.5
2023,10,Zaragoza,América,Argentina,158,1106,7
2023,11,A Coruña,América,Argentina,220,1980,9
2023,11,Alicante/Alacant,América,Argentina,673,6595,9.8
2023,11,Almería,América,Argentina,154,1463,9.5
2023,11,Araba/Álava,América,Argentina,36,335,9.3
2023,11,Asturias,América,Argentina,143,1401,9.8
2023,11,Badajoz,América,Argentina,39,293,7.5
2023,11,Barcelona,América,Argentina,6060,41814,6.9
2023,11,Bizkaia,América,Argentina,157,1570,10
2023,11,Burgos,América,Argentina,32,291,9.1
2023,11,Cantabria,América,Argentina,58,412,7.1
2023,11,Castellón/Castelló,América,Argentina,131,1048,8
2023,11,Ciudad Real,América,Argentina,40,272,6.8
2023,11,Cuenca,América,Argentina,35,182,5.2
2023,11,Cáceres,América,Argentina,33,314,9.5
2023,11,Cádiz,América,Argentina,354,2301,6.5
2023,11,Córdoba,América,Argentina,57,479,8.4
2023,11,Gipuzkoa,América,Argentina,206,1524,7.4
2023,11,Girona,América,Argentina,224,1926,8.6
2023,11,Granada,América,Argentina,274,2329,8.5
2023,11,Guadalajara,América,Argentina,77,454,5.9
2023,11,Huelva,América,Argentina,34,371,10.9
2023,11,Huesca,América,Argentina,48,442,9.2
2023,11,Illes Balears,América,Argentina,798,7741,9.7
2023,11,Jaén,América,Argentina,34,224,6.6
2023,11,La Rioja,América,Argentina,44,458,10.4
2023,11,Las Palmas,América,Argentina,229,1832,8
2023,11,León,América,Argentina,58,586,10.1
2023,11,Lleida,América,Argentina,132,898,6.8
2023,11,Lugo,América,Argentina,58,580,10
2023,11,Madrid,América,Argentina,10102,59602,5.9
2023,11,Murcia,América,Argentina,90,846,9.4
2023,11,Málaga,América,Argentina,1284,13482,10.5
2023,11,Navarra,América,Argentina,94,743,7.9
2023,11,Ourense,América,Argentina,51,510,10
2023,11,Pontevedra,América,Argentina,198,2039,10.3
2023,11,Salamanca,América,Argentina,76,600,7.9
2023,11,Santa Cruz de Tenerife,América,Argentina,218,1657,7.6
2023,11,Segovia,América,Argentina,41,213,5.2
2023,11,Sevilla,América,Argentina,362,3222,8.9
2023,11,Soria,América,Argentina,37,255,6.9
2023,11,Tarragona,América,Argentina,267,2109,7.9
2023,11,Toledo,América,Argentina,128,717,5.6
2023,11,Total Nacional,América,Argentina,24771,178809,7.2
2023,11,Valencia/València,América,Argentina,1077,10232,9.5
2023,11,Valladolid,América,Argentina,45,315,7
2023,11,Zaragoza,América,Argentina,126,1121,8.9
2023,12,A Coruña,América,Argentina,339,2915,8.6
2023,12,Alicante/Alacant,América,Argentina,1036,8702,8.4
2023,12,Almería,América,Argentina,181,1376,7.6
2023,12,Araba/Álava,América,Argentina,62,558,9
2023,12,Asturias,América,Argentina,200,1760,8.8
2023,12,Badajoz,América,Argentina,62,360,5.8
2023,12,Barcelona,América,Argentina,6776,44044,6.5
2023,12,Bizkaia,América,Argentina,157,1256,8
2023,12,Burgos,América,Argentina,76,486,6.4
2023,12,Cantabria,América,Argentina,103,803,7.8
2023,12,Castellón/Castelló,América,Argentina,140,994,7.1
2023,12,Ciudad Real,América,Argentina,45,306,6.8
2023,12,Cuenca,América,Argentina,45,185,4.1
2023,12,Cádiz,América,Argentina,146,1285,8.8
2023,12,Córdoba,América,Argentina,62,484,7.8
2023,12,Gipuzkoa,América,Argentina,190,1368,7.2
2023,12,Girona,América,Argentina,334,2238,6.7
2023,12,Granada,América,Argentina,318,2290,7.2
2023,12,Guadalajara,América,Argentina,66,356,5.4
2023,12,Huesca,América,Argentina,51,525,10.3
2023,12,Illes Balears,América,Argentina,833,6497,7.8
2023,12,La Rioja,América,Argentina,55,319,5.8
2023,12,Las Palmas,América,Argentina,361,2347,6.5
2023,12,León,América,Argentina,89,819,9.2
2023,12,Lleida,América,Argentina,207,1242,6
2023,12,Lugo,América,Argentina,47,273,5.8
2023,12,Madrid,América,Argentina,13975,65683,4.7
2023,12,Murcia,América,Argentina,126,857,6.8
2023,12,Málaga,América,Argentina,1693,14560,8.6
2023,12,Navarra,América,Argentina,142,1051,7.4
2023,12,Ourense,América,Argentina,51,332,6.5
2023,12,Pontevedra,América,Argentina,251,2234,8.9
2023,12,Salamanca,América,Argentina,63,416,6.6
2023,12,Santa Cruz de Tenerife,América,Argentina,290,2320,8
2023,12,Sevilla,América,Argentina,355,2805,7.9
2023,12,Soria,América,Argentina,66,396,6
2023,12,Tarragona,América,Argentina,363,2541,7
2023,12,Toledo,América,Argentina,162,972,6
2023,12,Total Nacional,América,Argentina,31571,193993,6.1
2023,12,Valencia/València,América,Argentina,1586,12847,8.1
2023,12,Valladolid,América,Argentina,63,454,7.2
2023,12,Zaragoza,América,Argentina,191,1299,6.8
2023,12,Ávila,América,Argentina,45,239,5.3
2024,1,A Coruña,América,Argentina,219,2365,10.8
2024,1,Alicante/Alacant,América,Argentina,722,7292,10.1
2024,1,Almería,América,Argentina,114,1243,10.9
2024,1,Araba/Álava,América,Argentina,30,252,8.4
2024,1,Asturias,América,Argentina,135,1553,11.5
2024,1,Barcelona,América,Argentina,5052,38900,7.7
2024,1,Bizkaia,América,Argentina,144,1397,9.7
2024,1,Burgos,América,Argentina,40,268,6.7
2024,1,Cantabria,América,Argentina,52,541,10.4
2024,1,Castellón/Castelló,América,Argentina,105,851,8.1
2024,1,Cáceres,América,Argentina,32,310,9.7
2024,1,Cádiz,América,Argentina,94,902,9.6
2024,1,Córdoba,América,Argentina,72,504,7
2024,1,Gipuzkoa,América,Argentina,156,1092,7
2024,1,Girona,América,Argentina,218,1679,7.7
2024,1,Granada,América,Argentina,260,2158,8.3
2024,1,Guadalajara,América,Argentina,53,408,7.7
2024,1,Huesca,América,Argentina,45,369,8.2
2024,1,Illes Balears,América,Argentina,531,4726,8.9
2024,1,La Rioja,América,Argentina,54,621,11.5
2024,1,Las Palmas,América,Argentina,277,2715,9.8
2024,1,León,América,Argentina,42,420,10
2024,1,Lleida,América,Argentina,143,1087,7.6
2024,1,Lugo,América,Argentina,37,385,10.4
2024,1,Madrid,América,Argentina,10381,61248,5.9
2024,1,Murcia,América,Argentina,97,1019,10.5
2024,1,Málaga,América,Argentina,1294,12034,9.3
2024,1,Navarra,América,Argentina,73,730,10
2024,1,Ourense,América,Argentina,30,300,10
2024,1,Pontevedra,América,Argentina,159,1558,9.8
2024,1,Salamanca,América,Argentina,61,445,7.3
2024,1,Santa Cruz de Tenerife,América,Argentina,227,2384,10.5
2024,1,Sevilla,América,Argentina,341,3103,9.1
2024,1,Tarragona,América,Argentina,269,2825,10.5
2024,1,Toledo,América,Argentina,105,672,6.4
2024,1,Total Nacional,América,Argentina,23222,171696,7.4
2024,1,Valencia/València,América,Argentina,1135,9761,8.6
2024,1,Valladolid,América,Argentina,44,273,6.2
2024,1,Zaragoza,América,Argentina,105,903,8.6
2024,2,A Coruña,América,Argentina,212,1866,8.8
2024,2,Alicante/Alacant,América,Argentina,566,4924,8.7
2024,2,Almería,América,Argentina,84,781,9.3
2024,2,Asturias,América,Argentina,113,1028,9.1
2024,2,Barcelona,América,Argentina,5329,35704,6.7
2024,2,Bizkaia,América,Argentina,115,989,8.6
2024,2,Burgos,América,Argentina,42,248,5.9
2024,2,Cantabria,América,Argentina,45,360,8
2024,2,Castellón/Castelló,América,Argentina,91,774,8.5
2024,2,Cádiz,América,Argentina,74,570,7.7
2024,2,Córdoba,América,Argentina,81,494,6.1
2024,2,Gipuzkoa,América,Argentina,127,940,7.4
2024,2,Girona,América,Argentina,236,1581,6.7
2024,2,Granada,América,Argentina,244,1635,6.7
2024,2,Guadalajara,América,Argentina,37,266,7.2
2024,2,Illes Balears,América,Argentina,510,3570,7
2024,2,Las Palmas,América,Argentina,292,2015,6.9
2024,2,León,América,Argentina,31,254,8.2
2024,2,Lleida,América,Argentina,216,1706,7.9
2024,2,Madrid,América,Argentina,11470,65379,5.7
2024,2,Murcia,América,Argentina,69,690,10
2024,2,Málaga,América,Argentina,1265,10626,8.4
2024,2,Navarra,América,Argentina,58,458,7.9
2024,2,Pontevedra,América,Argentina,132,1360,10.3
2024,2,Salamanca,América,Argentina,55,512,9.3
2024,2,Santa Cruz de Tenerife,América,Argentina,173,1471,8.5
2024,2,Sevilla,América,Argentina,418,3386,8.1
2024,2,Tarragona,América,Argentina,208,1477,7.1
2024,2,Toledo,América,Argentina,84,395,4.7
2024,2,Total Nacional,América,Argentina,23938,157160,6.6
2024,2,Valencia/València,América,Argentina,1066,7995,7.5
2024,2,Valladolid,América,Argentina,49,348,7.1
2024,2,Zaragoza,América,Argentina,110,781,7.1
2024,3,A Coruña,América,Argentina,264,2112,8
2024,3,Alicante/Alacant,América,Argentina,763,6257,8.2
2024,3,Almería,América,Argentina,127,927,7.3
2024,3,Araba/Álava,América,Argentina,33,234,7.1
2024,3,Asturias,América,Argentina,180,1548,8.6
2024,3,Barcelona,América,Argentina,7625,47275,6.2
2024,3,Bizkaia,América,Argentina,175,1505,8.6
2024,3,Burgos,América,Argentina,50,300,6
2024,3,Cantabria,América,Argentina,79,616,7.8
2024,3,Castellón/Castelló,América,Argentina,132,1254,9.5
2024,3,Cádiz,América,Argentina,206,1030,5
2024,3,Córdoba,América,Argentina,103,587,5.7
2024,3,Gipuzkoa,América,Argentina,212,1336,6.3
2024,3,Girona,América,Argentina,305,1891,6.2
2024,3,Granada,América,Argentina,314,1915,6.1
2024,3,Guadalajara,América,Argentina,58,284,4.9
2024,3,Huesca,América,Argentina,34,309,9.1
2024,3,Illes Balears,América,Argentina,870,6525,7.5
2024,3,Jaén,América,Argentina,33,277,8.4
2024,3,La Rioja,América,Argentina,40,292,7.3
2024,3,Las Palmas,América,Argentina,233,1678,7.2
2024,3,Lleida,América,Argentina,196,1039,5.3
2024,3,Lugo,América,Argentina,42,319,7.6
2024,3,Madrid,América,Argentina,14055,75897,5.4
2024,3,Murcia,América,Argentina,143,1073,7.5
2024,3,Málaga,América,Argentina,1713,14389,8.4
2024,3,Navarra,América,Argentina,83,614,7.4
2024,3,Ourense,América,Argentina,35,396,11.3
2024,3,Pontevedra,América,Argentina,161,1385,8.6
2024,3,Salamanca,América,Argentina,65,384,5.9
2024,3,Santa Cruz de Tenerife,América,Argentina,211,1983,9.4
2024,3,Segovia,América,Argentina,57,262,4.6
2024,3,Sevilla,América,Argentina,456,3785,8.3
2024,3,Tarragona,América,Argentina,318,2258,7.1
2024,3,Toledo,América,Argentina,165,858,5.2
2024,3,Total Nacional,América,Argentina,31620,199323,6.3
2024,3,Valencia/València,América,Argentina,1588,13022,8.2
2024,3,Valladolid,América,Argentina,57,490,8.6
2024,3,Zaragoza,América,Argentina,174,1218,7
